"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","GGDEBT","TOT","PC_GDP","A","2017",65.51965,
"SVK","GGDEBT","TOT","PC_GDP","A","2018",63.33213,
"SVK","GGDEBT","TOT","PC_GDP","A","2019",63.03254,
"SVK","GGDEBT","TOT","PC_GDP","A","2020",78.74482,
"ESP","GGDEBT","TOT","PC_GDP","A","1995",68.21845,
"ESP","GGDEBT","TOT","PC_GDP","A","1996",74.64407,
"ESP","GGDEBT","TOT","PC_GDP","A","1997",73.68642,
"ESP","GGDEBT","TOT","PC_GDP","A","1998",73.64031,
"ESP","GGDEBT","TOT","PC_GDP","A","1999",68.24917,
"ESP","GGDEBT","TOT","PC_GDP","A","2000",65.46413,
"ESP","GGDEBT","TOT","PC_GDP","A","2001",60.91516,
"ESP","GGDEBT","TOT","PC_GDP","A","2002",59.58066,
"ESP","GGDEBT","TOT","PC_GDP","A","2003",54.94661,
"ESP","GGDEBT","TOT","PC_GDP","A","2004",53.06485,
"ESP","GGDEBT","TOT","PC_GDP","A","2005",50.47991,
"ESP","GGDEBT","TOT","PC_GDP","A","2006",46.09558,
"ESP","GGDEBT","TOT","PC_GDP","A","2007",42.35281,
"ESP","GGDEBT","TOT","PC_GDP","A","2008",47.68485,
"ESP","GGDEBT","TOT","PC_GDP","A","2009",62.65619,
"ESP","GGDEBT","TOT","PC_GDP","A","2010",67.3768,
"ESP","GGDEBT","TOT","PC_GDP","A","2011",78.33935,
"ESP","GGDEBT","TOT","PC_GDP","A","2012",93.4564,
"ESP","GGDEBT","TOT","PC_GDP","A","2013",106.5573,
"ESP","GGDEBT","TOT","PC_GDP","A","2014",119.4734,
"ESP","GGDEBT","TOT","PC_GDP","A","2015",117.0753,
"ESP","GGDEBT","TOT","PC_GDP","A","2016",117.3305,
"ESP","GGDEBT","TOT","PC_GDP","A","2017",115.7774,
"ESP","GGDEBT","TOT","PC_GDP","A","2018",114.5979,
"ESP","GGDEBT","TOT","PC_GDP","A","2019",117.7095,
"ESP","GGDEBT","TOT","PC_GDP","A","2020",147.5054,
"ESP","GGDEBT","TOT","PC_GDP","A","2021",142.5144,
"SWE","GGDEBT","TOT","PC_GDP","A","1995",76.79362,
"SWE","GGDEBT","TOT","PC_GDP","A","1996",79.49146,
"SWE","GGDEBT","TOT","PC_GDP","A","1997",82.5785,
"SWE","GGDEBT","TOT","PC_GDP","A","1998",83.22675,
"SWE","GGDEBT","TOT","PC_GDP","A","1999",73.95229,
"SWE","GGDEBT","TOT","PC_GDP","A","2000",64.17264,
"SWE","GGDEBT","TOT","PC_GDP","A","2001",65.88911,
"SWE","GGDEBT","TOT","PC_GDP","A","2002",66.10361,
"SWE","GGDEBT","TOT","PC_GDP","A","2003",65.15734,
"SWE","GGDEBT","TOT","PC_GDP","A","2004",64.67578,
"SWE","GGDEBT","TOT","PC_GDP","A","2005",65.53495,
"SWE","GGDEBT","TOT","PC_GDP","A","2006",59.33917,
"SWE","GGDEBT","TOT","PC_GDP","A","2007",53.72195,
"SWE","GGDEBT","TOT","PC_GDP","A","2008",52.64076,
"SWE","GGDEBT","TOT","PC_GDP","A","2009",55.97362,
"SWE","GGDEBT","TOT","PC_GDP","A","2010",53.35091,
"SWE","GGDEBT","TOT","PC_GDP","A","2011",53.82554,
"SWE","GGDEBT","TOT","PC_GDP","A","2012",55.14404,
"SWE","GGDEBT","TOT","PC_GDP","A","2013",57.99327,
"SWE","GGDEBT","TOT","PC_GDP","A","2014",64.19485,
"SWE","GGDEBT","TOT","PC_GDP","A","2015",62.32385,
"SWE","GGDEBT","TOT","PC_GDP","A","2016",61.91961,
"SWE","GGDEBT","TOT","PC_GDP","A","2017",60.09443,
"SWE","GGDEBT","TOT","PC_GDP","A","2018",59.19948,
"SWE","GGDEBT","TOT","PC_GDP","A","2019",55.86574,
"SWE","GGDEBT","TOT","PC_GDP","A","2020",62.20846,
"SWE","GGDEBT","TOT","PC_GDP","A","2021",58.73977,
"CHE","GGDEBT","TOT","PC_GDP","A","1999",54.34225,
"CHE","GGDEBT","TOT","PC_GDP","A","2000",53.73472,
"CHE","GGDEBT","TOT","PC_GDP","A","2001",51.90093,
"CHE","GGDEBT","TOT","PC_GDP","A","2002",57.86365,
"CHE","GGDEBT","TOT","PC_GDP","A","2003",56.88582,
"CHE","GGDEBT","TOT","PC_GDP","A","2004",58.01897,
"CHE","GGDEBT","TOT","PC_GDP","A","2005",55.38356,
"CHE","GGDEBT","TOT","PC_GDP","A","2006",49.22662,
"CHE","GGDEBT","TOT","PC_GDP","A","2007",45.67905,
"CHE","GGDEBT","TOT","PC_GDP","A","2008",45.57206,
"CHE","GGDEBT","TOT","PC_GDP","A","2009",44.01712,
"CHE","GGDEBT","TOT","PC_GDP","A","2010",42.63074,
"CHE","GGDEBT","TOT","PC_GDP","A","2011",42.85775,
"CHE","GGDEBT","TOT","PC_GDP","A","2012",43.37218,
"CHE","GGDEBT","TOT","PC_GDP","A","2013",42.59903,
"CHE","GGDEBT","TOT","PC_GDP","A","2014",42.46764,
"CHE","GGDEBT","TOT","PC_GDP","A","2015",42.37722,
"CHE","GGDEBT","TOT","PC_GDP","A","2016",41.18677,
"CHE","GGDEBT","TOT","PC_GDP","A","2017",41.89757,
"CHE","GGDEBT","TOT","PC_GDP","A","2018",39.73589,
"CHE","GGDEBT","TOT","PC_GDP","A","2019",39.49329,
"CHE","GGDEBT","TOT","PC_GDP","A","2020",42.94478,
"CHE","GGDEBT","TOT","PC_GDP","A","2021",40.49041,
"TUR","GGDEBT","TOT","PC_GDP","A","2010",48.90123,
"TUR","GGDEBT","TOT","PC_GDP","A","2011",43.60278,
"TUR","GGDEBT","TOT","PC_GDP","A","2012",40.94091,
"TUR","GGDEBT","TOT","PC_GDP","A","2013",34.28374,
"TUR","GGDEBT","TOT","PC_GDP","A","2014",33.23423,
"TUR","GGDEBT","TOT","PC_GDP","A","2015",32.59971,
"TUR","GGDEBT","TOT","PC_GDP","A","2016",34.35389,
"TUR","GGDEBT","TOT","PC_GDP","A","2017",32.27594,
"TUR","GGDEBT","TOT","PC_GDP","A","2018",32.27837,
"TUR","GGDEBT","TOT","PC_GDP","A","2019",35.18266,
"TUR","GGDEBT","TOT","PC_GDP","A","2020",42.98997,
"GBR","GGDEBT","TOT","PC_GDP","A","1995",53.34787,
"GBR","GGDEBT","TOT","PC_GDP","A","1996",52.38968,
"GBR","GGDEBT","TOT","PC_GDP","A","1997",52.07147,
"GBR","GGDEBT","TOT","PC_GDP","A","1998",53.0891,
"GBR","GGDEBT","TOT","PC_GDP","A","1999",47.81232,
"GBR","GGDEBT","TOT","PC_GDP","A","2000",49.31953,
"GBR","GGDEBT","TOT","PC_GDP","A","2001",46.67927,
"GBR","GGDEBT","TOT","PC_GDP","A","2002",49.48914,
"GBR","GGDEBT","TOT","PC_GDP","A","2003",48.55965,
"GBR","GGDEBT","TOT","PC_GDP","A","2004",51.82043,
"GBR","GGDEBT","TOT","PC_GDP","A","2005",52.11374,
"GBR","GGDEBT","TOT","PC_GDP","A","2006",51.15377,
"GBR","GGDEBT","TOT","PC_GDP","A","2007",52.86524,
"GBR","GGDEBT","TOT","PC_GDP","A","2008",65.33158,
"GBR","GGDEBT","TOT","PC_GDP","A","2009",78.35915,
"GBR","GGDEBT","TOT","PC_GDP","A","2010",89.12036,
"GBR","GGDEBT","TOT","PC_GDP","A","2011",102.7466,
"GBR","GGDEBT","TOT","PC_GDP","A","2012",106.8435,
"GBR","GGDEBT","TOT","PC_GDP","A","2013",102.6056,
"GBR","GGDEBT","TOT","PC_GDP","A","2014",112.4167,
"GBR","GGDEBT","TOT","PC_GDP","A","2015",111.7456,
"GBR","GGDEBT","TOT","PC_GDP","A","2016",118.4909,
"GBR","GGDEBT","TOT","PC_GDP","A","2017",119.1195,
"GBR","GGDEBT","TOT","PC_GDP","A","2018",115.6084,
"GBR","GGDEBT","TOT","PC_GDP","A","2019",118.4764,
"GBR","GGDEBT","TOT","PC_GDP","A","2020",148.9961,
"GBR","GGDEBT","TOT","PC_GDP","A","2021",142.9937,
"USA","GGDEBT","TOT","PC_GDP","A","1995",93.71502,
"USA","GGDEBT","TOT","PC_GDP","A","1996",91.18478,
"USA","GGDEBT","TOT","PC_GDP","A","1997",86.10175,
"USA","GGDEBT","TOT","PC_GDP","A","1998",81.56144,
"USA","GGDEBT","TOT","PC_GDP","A","1999",76.15707,
"USA","GGDEBT","TOT","PC_GDP","A","2000",72.13879,
"USA","GGDEBT","TOT","PC_GDP","A","2001",74.78939,
"USA","GGDEBT","TOT","PC_GDP","A","2002",80.4574,
"USA","GGDEBT","TOT","PC_GDP","A","2003",81.89079,
"USA","GGDEBT","TOT","PC_GDP","A","2004",88.89994,
"USA","GGDEBT","TOT","PC_GDP","A","2005",88.6264,
"USA","GGDEBT","TOT","PC_GDP","A","2006",85.98925,
"USA","GGDEBT","TOT","PC_GDP","A","2007",86.31107,
"USA","GGDEBT","TOT","PC_GDP","A","2008",102.0682,
"USA","GGDEBT","TOT","PC_GDP","A","2009",115.5154,
"USA","GGDEBT","TOT","PC_GDP","A","2010",125.4033,
"USA","GGDEBT","TOT","PC_GDP","A","2011",130.5515,
"USA","GGDEBT","TOT","PC_GDP","A","2012",132.3335,
"USA","GGDEBT","TOT","PC_GDP","A","2013",135.882,
"USA","GGDEBT","TOT","PC_GDP","A","2014",135.5564,
"USA","GGDEBT","TOT","PC_GDP","A","2015",136.9806,
"USA","GGDEBT","TOT","PC_GDP","A","2016",138.8308,
"USA","GGDEBT","TOT","PC_GDP","A","2017",135.5322,
"USA","GGDEBT","TOT","PC_GDP","A","2018",137.4634,
"USA","GGDEBT","TOT","PC_GDP","A","2019",136.226,
"USA","GGDEBT","TOT","PC_GDP","A","2020",161.7265,
"USA","GGDEBT","TOT","PC_GDP","A","2021",150.4953,
"CHL","GGDEBT","TOT","PC_GDP","A","2003",23.74271,
"CHL","GGDEBT","TOT","PC_GDP","A","2004",20.68664,
"CHL","GGDEBT","TOT","PC_GDP","A","2005",16.3467,
"CHL","GGDEBT","TOT","PC_GDP","A","2006",13.3304,
"CHL","GGDEBT","TOT","PC_GDP","A","2007",11.32408,
"CHL","GGDEBT","TOT","PC_GDP","A","2008",12.44426,
"CHL","GGDEBT","TOT","PC_GDP","A","2009",13.31179,
"CHL","GGDEBT","TOT","PC_GDP","A","2010",15.30875,
"CHL","GGDEBT","TOT","PC_GDP","A","2011",17.97313,
"CHL","GGDEBT","TOT","PC_GDP","A","2012",18.45457,
"CHL","GGDEBT","TOT","PC_GDP","A","2013",18.90998,
"CHL","GGDEBT","TOT","PC_GDP","A","2014",22.43379,
"CHL","GGDEBT","TOT","PC_GDP","A","2015",24.36098,
"CHL","GGDEBT","TOT","PC_GDP","A","2016",28.09989,
"CHL","GGDEBT","TOT","PC_GDP","A","2017",29.06645,
"CHL","GGDEBT","TOT","PC_GDP","A","2018",31.81245,
"CHL","GGDEBT","TOT","PC_GDP","A","2019",37.77597,
"CHL","GGDEBT","TOT","PC_GDP","A","2020",43.82093,
"EST","GGDEBT","TOT","PC_GDP","A","1995",12.89821,
"EST","GGDEBT","TOT","PC_GDP","A","1996",12.11695,
"EST","GGDEBT","TOT","PC_GDP","A","1997",11.05401,
"EST","GGDEBT","TOT","PC_GDP","A","1998",9.932494,
"EST","GGDEBT","TOT","PC_GDP","A","1999",10.75109,
"EST","GGDEBT","TOT","PC_GDP","A","2000",6.797215,
"EST","GGDEBT","TOT","PC_GDP","A","2001",6.65372,
"EST","GGDEBT","TOT","PC_GDP","A","2002",7.538434,
"EST","GGDEBT","TOT","PC_GDP","A","2003",8.355037,
"EST","GGDEBT","TOT","PC_GDP","A","2004",8.347772,
"EST","GGDEBT","TOT","PC_GDP","A","2005",8.245418,
"EST","GGDEBT","TOT","PC_GDP","A","2006",8.109703,
"EST","GGDEBT","TOT","PC_GDP","A","2007",7.194537,
"EST","GGDEBT","TOT","PC_GDP","A","2008",8.471504,
"EST","GGDEBT","TOT","PC_GDP","A","2009",12.75133,
"EST","GGDEBT","TOT","PC_GDP","A","2010",11.91295,
"EST","GGDEBT","TOT","PC_GDP","A","2011",9.47638,
"EST","GGDEBT","TOT","PC_GDP","A","2012",13.11515,
"EST","GGDEBT","TOT","PC_GDP","A","2013",13.5896,
"EST","GGDEBT","TOT","PC_GDP","A","2014",13.81369,
"EST","GGDEBT","TOT","PC_GDP","A","2015",12.72626,
"EST","GGDEBT","TOT","PC_GDP","A","2016",13.69603,
"EST","GGDEBT","TOT","PC_GDP","A","2017",13.14404,
"EST","GGDEBT","TOT","PC_GDP","A","2018",13.03409,
"EST","GGDEBT","TOT","PC_GDP","A","2019",13.6058,
"EST","GGDEBT","TOT","PC_GDP","A","2020",24.82139,
"ISR","GGDEBT","TOT","PC_GDP","A","2001",91.10816,
"ISR","GGDEBT","TOT","PC_GDP","A","2002",94.77459,
"ISR","GGDEBT","TOT","PC_GDP","A","2003",99.90399,
"ISR","GGDEBT","TOT","PC_GDP","A","2004",97.79697,
"ISR","GGDEBT","TOT","PC_GDP","A","2005",95.19723,
"ISR","GGDEBT","TOT","PC_GDP","A","2006",84.96254,
"ISR","GGDEBT","TOT","PC_GDP","A","2007",81.00371,
"ISR","GGDEBT","TOT","PC_GDP","A","2008",81.2259,
"ISR","GGDEBT","TOT","PC_GDP","A","2009",84.66612,
"ISR","GGDEBT","TOT","PC_GDP","A","2010",81.06735,
"ISR","GGDEBT","TOT","PC_GDP","A","2011",79.3185,
"ISR","GGDEBT","TOT","PC_GDP","A","2012",80.29465,
"ISR","GGDEBT","TOT","PC_GDP","A","2013",78.02088,
"ISR","GGDEBT","TOT","PC_GDP","A","2014",78.57818,
"ISR","GGDEBT","TOT","PC_GDP","A","2015",79.22581,
"ISR","GGDEBT","TOT","PC_GDP","A","2016",77.60934,
"ISR","GGDEBT","TOT","PC_GDP","A","2017",74.31145,
"ISR","GGDEBT","TOT","PC_GDP","A","2018",72.40247,
"ISR","GGDEBT","TOT","PC_GDP","A","2019",74.89933,
"ISR","GGDEBT","TOT","PC_GDP","A","2020",87.72168,
"SVN","GGDEBT","TOT","PC_GDP","A","1995",32.90467,
"SVN","GGDEBT","TOT","PC_GDP","A","1996",34.55093,
"SVN","GGDEBT","TOT","PC_GDP","A","1997",33.44769,
"SVN","GGDEBT","TOT","PC_GDP","A","1998",31.72924,
"SVN","GGDEBT","TOT","PC_GDP","A","1999",32.18282,
"SVN","GGDEBT","TOT","PC_GDP","A","2000",34.31262,
"SVN","GGDEBT","TOT","PC_GDP","A","2001",35.15276,
"SVN","GGDEBT","TOT","PC_GDP","A","2002",36.15499,
"SVN","GGDEBT","TOT","PC_GDP","A","2003",34.92329,
"SVN","GGDEBT","TOT","PC_GDP","A","2004",35.18146,
"SVN","GGDEBT","TOT","PC_GDP","A","2005",34.48221,
"SVN","GGDEBT","TOT","PC_GDP","A","2006",33.06923,
"SVN","GGDEBT","TOT","PC_GDP","A","2007",30.34488,
"SVN","GGDEBT","TOT","PC_GDP","A","2008",29.8953,
"SVN","GGDEBT","TOT","PC_GDP","A","2009",43.78715,
"SVN","GGDEBT","TOT","PC_GDP","A","2010",47.86614,
"SVN","GGDEBT","TOT","PC_GDP","A","2011",51.32956,
"SVN","GGDEBT","TOT","PC_GDP","A","2012",61.51445,
"SVN","GGDEBT","TOT","PC_GDP","A","2013",78.50644,
"SVN","GGDEBT","TOT","PC_GDP","A","2014",99.25522,
"SVN","GGDEBT","TOT","PC_GDP","A","2015",102.3766,
"SVN","GGDEBT","TOT","PC_GDP","A","2016",97.20789,
"SVN","GGDEBT","TOT","PC_GDP","A","2017",89.43223,
"SVN","GGDEBT","TOT","PC_GDP","A","2018",83.44844,
"SVN","GGDEBT","TOT","PC_GDP","A","2019",81.34025,
"SVN","GGDEBT","TOT","PC_GDP","A","2020",100.3431,
"SVN","GGDEBT","TOT","PC_GDP","A","2021",89.2654,
"ISL","GGDEBT","TOT","PC_GDP","A","2003",65.33788,
"ISL","GGDEBT","TOT","PC_GDP","A","2004",59.08294,
"ISL","GGDEBT","TOT","PC_GDP","A","2005",49.37447,
"ISL","GGDEBT","TOT","PC_GDP","A","2006",53.57243,
"ISL","GGDEBT","TOT","PC_GDP","A","2007",49.02363,
"ISL","GGDEBT","TOT","PC_GDP","A","2008",92.83931,
"ISL","GGDEBT","TOT","PC_GDP","A","2009",106.8859,
"ISL","GGDEBT","TOT","PC_GDP","A","2010",110.3226,
"ISL","GGDEBT","TOT","PC_GDP","A","2011",117.6031,
"ISL","GGDEBT","TOT","PC_GDP","A","2012",115.6603,
"ISL","GGDEBT","TOT","PC_GDP","A","2013",106.9493,
"LVA","GGDEBT","TOT","PC_GDP","A","1995",15.19953,
"LVA","GGDEBT","TOT","PC_GDP","A","1996",14.99294,
"LVA","GGDEBT","TOT","PC_GDP","A","1997",13.69537,
"LVA","GGDEBT","TOT","PC_GDP","A","1998",11.15609,
"LVA","GGDEBT","TOT","PC_GDP","A","1999",14.635,
"LVA","GGDEBT","TOT","PC_GDP","A","2000",14.45733,
"LVA","GGDEBT","TOT","PC_GDP","A","2001",15.84802,
"LVA","GGDEBT","TOT","PC_GDP","A","2002",15.86893,
"LVA","GGDEBT","TOT","PC_GDP","A","2003",16.99786,
"LVA","GGDEBT","TOT","PC_GDP","A","2004",18.09543,
"LVA","GGDEBT","TOT","PC_GDP","A","2005",15.04141,
"LVA","GGDEBT","TOT","PC_GDP","A","2006",15.08723,
"LVA","GGDEBT","TOT","PC_GDP","A","2007",13.47349,
"LVA","GGDEBT","TOT","PC_GDP","A","2008",23.80146,
"LVA","GGDEBT","TOT","PC_GDP","A","2009",42.19472,
"LVA","GGDEBT","TOT","PC_GDP","A","2010",53.9806,
"LVA","GGDEBT","TOT","PC_GDP","A","2011",51.44749,
"LVA","GGDEBT","TOT","PC_GDP","A","2012",49.15059,
"LVA","GGDEBT","TOT","PC_GDP","A","2013",46.23058,
"LVA","GGDEBT","TOT","PC_GDP","A","2014",51.23635,
"LVA","GGDEBT","TOT","PC_GDP","A","2015",46.58937,
"LVA","GGDEBT","TOT","PC_GDP","A","2016",50.29694,
"LVA","GGDEBT","TOT","PC_GDP","A","2017",47.60893,
"LVA","GGDEBT","TOT","PC_GDP","A","2018",46.29624,
"LVA","GGDEBT","TOT","PC_GDP","A","2019",47.51165,
"LVA","GGDEBT","TOT","PC_GDP","A","2020",55.38956,
"COL","GGDEBT","TOT","PC_GDP","A","2015",68.5365,
"COL","GGDEBT","TOT","PC_GDP","A","2016",73.09144,
"COL","GGDEBT","TOT","PC_GDP","A","2017",75.18874,
"COL","GGDEBT","TOT","PC_GDP","A","2018",88.96687,
"COL","GGDEBT","TOT","PC_GDP","A","2019",82.85362,
"LTU","GGDEBT","TOT","PC_GDP","A","1995",13.16117,
"LTU","GGDEBT","TOT","PC_GDP","A","1996",15.91078,
"LTU","GGDEBT","TOT","PC_GDP","A","1997",29.14343,
"LTU","GGDEBT","TOT","PC_GDP","A","1998",28.59608,
"LTU","GGDEBT","TOT","PC_GDP","A","1999",32.50804,
"LTU","GGDEBT","TOT","PC_GDP","A","2000",34.47864,
"LTU","GGDEBT","TOT","PC_GDP","A","2001",33.54134,
"LTU","GGDEBT","TOT","PC_GDP","A","2002",32.02078,
"LTU","GGDEBT","TOT","PC_GDP","A","2003",28.59028,
"LTU","GGDEBT","TOT","PC_GDP","A","2004",27.29396,
"LTU","GGDEBT","TOT","PC_GDP","A","2005",24.92345,
"LTU","GGDEBT","TOT","PC_GDP","A","2006",21.97566,
"LTU","GGDEBT","TOT","PC_GDP","A","2007",19.40425,
"LTU","GGDEBT","TOT","PC_GDP","A","2008",17.13637,
"LTU","GGDEBT","TOT","PC_GDP","A","2009",34.18004,
"LTU","GGDEBT","TOT","PC_GDP","A","2010",45.47084,
"LTU","GGDEBT","TOT","PC_GDP","A","2011",45.70202,
"LTU","GGDEBT","TOT","PC_GDP","A","2012",51.23444,
"LTU","GGDEBT","TOT","PC_GDP","A","2013",47.98796,
"LTU","GGDEBT","TOT","PC_GDP","A","2014",52.63488,
"LTU","GGDEBT","TOT","PC_GDP","A","2015",53.41456,
"LTU","GGDEBT","TOT","PC_GDP","A","2016",50.93634,
"LTU","GGDEBT","TOT","PC_GDP","A","2017",47.07026,
"LTU","GGDEBT","TOT","PC_GDP","A","2018",40.82228,
"LTU","GGDEBT","TOT","PC_GDP","A","2019",44.54394,
"LTU","GGDEBT","TOT","PC_GDP","A","2020",55.4529,
"NZL","GGDEBT","TOT","PC_GDP","A","2007",33.5,
"NZL","GGDEBT","TOT","PC_GDP","A","2008",35.59,
"NZL","GGDEBT","TOT","PC_GDP","A","2009",39.13,
"NZL","GGDEBT","TOT","PC_GDP","A","2010",43.28,
"NZL","GGDEBT","TOT","PC_GDP","A","2011",54.98,
"NZL","GGDEBT","TOT","PC_GDP","A","2012",60.25,
"NZL","GGDEBT","TOT","PC_GDP","A","2013",62.14,
"NZL","GGDEBT","TOT","PC_GDP","A","2014",55.57,
"NZL","GGDEBT","TOT","PC_GDP","A","2015",53.91,
"NZL","GGDEBT","TOT","PC_GDP","A","2016",54.47,
"NZL","GGDEBT","TOT","PC_GDP","A","2017",53.05,
"NZL","GGDEBT","TOT","PC_GDP","A","2018",53.12,
"NZL","GGDEBT","TOT","PC_GDP","A","2019",54.99,
"BRA","GGDEBT","TOT","PC_GDP","A","2009",86.95,
"BRA","GGDEBT","TOT","PC_GDP","A","2010",85,
"BRA","GGDEBT","TOT","PC_GDP","A","2011",81.68,
"BRA","GGDEBT","TOT","PC_GDP","A","2012",85.96,
"BRA","GGDEBT","TOT","PC_GDP","A","2013",76.42,
"BRA","GGDEBT","TOT","PC_GDP","A","2014",78.6,
"BRA","GGDEBT","TOT","PC_GDP","A","2015",85.99,
"BRA","GGDEBT","TOT","PC_GDP","A","2016",98.44,
"BRA","GGDEBT","TOT","PC_GDP","A","2017",104.39,
"BRA","GGDEBT","TOT","PC_GDP","A","2018",106,
"ROU","GGDEBT","TOT","PC_GDP","A","2007",16.69,
"ROU","GGDEBT","TOT","PC_GDP","A","2008",17.81,
"ROU","GGDEBT","TOT","PC_GDP","A","2009",28.98,
"ROU","GGDEBT","TOT","PC_GDP","A","2010",36.19,
"ROU","GGDEBT","TOT","PC_GDP","A","2011",41.9,
"ROU","GGDEBT","TOT","PC_GDP","A","2012",46.93,
"ROU","GGDEBT","TOT","PC_GDP","A","2013",47.54,
"ROU","GGDEBT","TOT","PC_GDP","A","2014",49.31,
"ROU","GGDEBT","TOT","PC_GDP","A","2015",47.39,
"ROU","GGDEBT","TOT","PC_GDP","A","2016",48.36,
"ROU","GGDEBT","TOT","PC_GDP","A","2017",45.18,
"ROU","GGDEBT","TOT","PC_GDP","A","2018",43.86,
"ROU","GGDEBT","TOT","PC_GDP","A","2019",44.47,
"ROU","GGDEBT","TOT","PC_GDP","A","2020",59.21,
"ROU","GGDEBT","TOT","PC_GDP","A","2021",57.34,
"RUS","GGDEBT","TOT","PC_GDP","A","2011",11.08,
"RUS","GGDEBT","TOT","PC_GDP","A","2012",10.91,
"RUS","GGDEBT","TOT","PC_GDP","A","2013",12.03,
"RUS","GGDEBT","TOT","PC_GDP","A","2014",14.49,
"RUS","GGDEBT","TOT","PC_GDP","A","2015",17.95,
"RUS","GGDEBT","TOT","PC_GDP","A","2016",18.56,
"RUS","GGDEBT","TOT","PC_GDP","A","2017",21.55,
"RUS","GGDEBT","TOT","PC_GDP","A","2018",20.96,
"RUS","GGDEBT","TOT","PC_GDP","A","2019",21.83,
"RUS","GGDEBT","TOT","PC_GDP","A","2020",28.92,
"OAVG","GGDEBT","TOT","PC_GDP","A","2007",51.95,
"OAVG","GGDEBT","TOT","PC_GDP","A","2008",57.05,
"OAVG","GGDEBT","TOT","PC_GDP","A","2009",66.06,
"OAVG","GGDEBT","TOT","PC_GDP","A","2010",69.9,
"OAVG","GGDEBT","TOT","PC_GDP","A","2011",72.84,
"OAVG","GGDEBT","TOT","PC_GDP","A","2012",80.17,
"OAVG","GGDEBT","TOT","PC_GDP","A","2013",81.29,
"OAVG","GGDEBT","TOT","PC_GDP","A","2014",85.09,
"OAVG","GGDEBT","TOT","PC_GDP","A","2015",83.62,
"OAVG","GGDEBT","TOT","PC_GDP","A","2016",83.61,
"OAVG","GGDEBT","TOT","PC_GDP","A","2017",81.21,
"OAVG","GGDEBT","TOT","PC_GDP","A","2018",79.43,
"OAVG","GGDEBT","TOT","PC_GDP","A","2019",80.01,
"OAVG","GGDEBT","TOT","PC_GDP","A","2020",94.65,
"OECD","GGDEBT","TOT","PC_GDP","A","2007",72.59,
"OECD","GGDEBT","TOT","PC_GDP","A","2008",78.7,
"OECD","GGDEBT","TOT","PC_GDP","A","2009",90.28,
"OECD","GGDEBT","TOT","PC_GDP","A","2010",95.99,
"OECD","GGDEBT","TOT","PC_GDP","A","2011",100.37,
"OECD","GGDEBT","TOT","PC_GDP","A","2012",106.42,
"OECD","GGDEBT","TOT","PC_GDP","A","2013",107.47,
"OECD","GGDEBT","TOT","PC_GDP","A","2014",110.71,
"OECD","GGDEBT","TOT","PC_GDP","A","2015",110.82,
"OECD","GGDEBT","TOT","PC_GDP","A","2016",111.23,
"OECD","GGDEBT","TOT","PC_GDP","A","2017",109.22,
"OECD","GGDEBT","TOT","PC_GDP","A","2018",108.39,
"OECD","GGDEBT","TOT","PC_GDP","A","2019",109.53,
"OECD","GGDEBT","TOT","PC_GDP","A","2020",130.33,
